producer_muni,producer_industry,producer_cell,flow,value
153,s77,r153_s77,Producer dividends paid,0.0
153,s88,r153_s88,Producer dividends paid,0.0
153,s99,r153_s99,Producer dividends paid,0.0
153,s01,r153_s01,Producer exports,11609411.000000002
153,s02,r153_s02,Producer exports,123666320.0
153,s03,r153_s03,Producer exports,78730551.99999999
153,s04,r153_s04,Producer exports,995267968.0
153,s05,r153_s05,Producer exports,3169218.9183364613
153,s06,r153_s06,Producer exports,26560766.000000004
153,s07,r153_s07,Producer exports,0.0
153,s08,r153_s08,Producer exports,19627576.0
153,s09,r153_s09,Producer exports,84147488.0
153,s10,r153_s10,Producer exports,5225403.500000001
153,s11,r153_s11,Producer exports,27819022.0
153,s12,r153_s12,Producer exports,720661952.0
153,s13,r153_s13,Producer exports,619551488.0
153,s14,r153_s14,Producer exports,11530313.999999998
153,s15,r153_s15,Producer exports,1569878656.0
153,s16,r153_s16,Producer exports,5052377600.0
153,s17,r153_s17,Producer exports,29756456.000000004
153,s18,r153_s18,Producer exports,4419101.999999999
153,s19,r153_s19,Producer exports,3766282.25
153,s20,r153_s20,Producer exports,159664991.99999997
153,s21,r153_s21,Producer exports,316506875.34417623
153,s24,r153_s24,Producer exports,3695811.0
153,s26,r153_s26,Producer exports,2254849.25
153,s27,r153_s27,Producer exports,3395012.0
153,s77,r153_s77,Producer exports,0.0
153,s88,r153_s88,Producer exports,0.0
153,s99,r153_s99,Producer exports,0.0
153,s01,r153_s01,Producer imports,29063835.999999996
153,s02,r153_s02,Producer imports,632247615.9999998
153,s03,r153_s03,Producer imports,722843391.9999998
153,s04,r153_s04,Producer imports,707013760.0000008
153,s05,r153_s05,Producer imports,20009976.415698912
153,s06,r153_s06,Producer imports,43065704.00000002
153,s07,r153_s07,Producer imports,0.0
153,s08,r153_s08,Producer imports,38423220.00000001
153,s09,r153_s09,Producer imports,42385876.0
153,s10,r153_s10,Producer imports,23082302.0
153,s11,r153_s11,Producer imports,173073984.0
153,s12,r153_s12,Producer imports,1016071487.9999996
153,s13,r153_s13,Producer imports,245735344.0000001
153,s14,r153_s14,Producer imports,53719875.99999996
153,s15,r153_s15,Producer imports,878043008.0000004
153,s16,r153_s16,Producer imports,1463422975.999999
153,s17,r153_s17,Producer imports,41056932.000000015
153,s18,r153_s18,Producer imports,12213390.000000007
153,s19,r153_s19,Producer imports,2527534.2499999995
153,s20,r153_s20,Producer imports,185720960.0000001
153,s21,r153_s21,Producer imports,279056244.5820266
153,s24,r153_s24,Producer imports,79711440.0
153,s26,r153_s26,Producer imports,27163588.000000007
153,s27,r153_s27,Producer imports,20729444.000000022
153,s77,r153_s77,Producer imports,67875.43749999965
153,s88,r153_s88,Producer imports,306353.81250000134
153,s99,r153_s99,Producer imports,1514352.6249999956
153,s01,r153_s01,Producer product taxes paid,4809365.045008566
153,s02,r153_s02,Producer product taxes paid,326087932.9081941
153,s03,r153_s03,Producer product taxes paid,7559511.223615522
153,s04,r153_s04,Producer product taxes paid,162516110.82953903
153,s05,r153_s05,Producer product taxes paid,7680020.519289183
153,s06,r153_s06,Producer product taxes paid,2357859.7112617977
153,s07,r153_s07,Producer product taxes paid,0.0
153,s08,r153_s08,Producer product taxes paid,0.0
153,s09,r153_s09,Producer product taxes paid,862987.9774877462
153,s10,r153_s10,Producer product taxes paid,2692357.644023993
153,s11,r153_s11,Producer product taxes paid,5639849.561146889
153,s12,r153_s12,Producer product taxes paid,32440020.348197464
153,s13,r153_s13,Producer product taxes paid,8526250.843486693
153,s14,r153_s14,Producer product taxes paid,7025961.25358242
153,s15,r153_s15,Producer product taxes paid,11283638.997811295
153,s16,r153_s16,Producer product taxes paid,62210790.53180203
153,s17,r153_s17,Producer product taxes paid,45327405.34756888
153,s18,r153_s18,Producer product taxes paid,7911294.968451197
153,s19,r153_s19,Producer product taxes paid,262541.2468054797
153,s20,r153_s20,Producer product taxes paid,7014724.161504106
153,s21,r153_s21,Producer product taxes paid,928383.9747775844
153,s24,r153_s24,Producer product taxes paid,63034506.003833376
153,s26,r153_s26,Producer product taxes paid,30832850.34689088
153,s27,r153_s27,Producer product taxes paid,21648813.93758283
153,s77,r153_s77,Producer product taxes paid,2095235.301752356
153,s88,r153_s88,Producer product taxes paid,19363844.867207143
153,s99,r153_s99,Producer product taxes paid,46746295.81576155
153,s01,r153_s01,Producer sales to capital accumulation cell,193343.6315989372
153,s02,r153_s02,Producer sales to capital accumulation cell,98813920.66456796
153,s03,r153_s03,Producer sales to capital accumulation cell,32181143.96578354
153,s04,r153_s04,Producer sales to capital accumulation cell,53232830.97205813
153,s05,r153_s05,Producer sales to capital accumulation cell,53810842.15554424
153,s06,r153_s06,Producer sales to capital accumulation cell,1492729.376764535
153,s07,r153_s07,Producer sales to capital accumulation cell,0.0
153,s08,r153_s08,Producer sales to capital accumulation cell,7253571.341242644
153,s09,r153_s09,Producer sales to capital accumulation cell,45020084.603285775
153,s10,r153_s10,Producer sales to capital accumulation cell,34494.90028717359
153,s11,r153_s11,Producer sales to capital accumulation cell,2568742.8704681755
153,s12,r153_s12,Producer sales to capital accumulation cell,2169011519.8474097
153,s13,r153_s13,Producer sales to capital accumulation cell,344845035.1296848
153,s14,r153_s14,Producer sales to capital accumulation cell,5247550.171468714
153,s15,r153_s15,Producer sales to capital accumulation cell,177946316.31254262
153,s16,r153_s16,Producer sales to capital accumulation cell,751765498.489227
153,s17,r153_s17,Producer sales to capital accumulation cell,71954638.94449288
153,s18,r153_s18,Producer sales to capital accumulation cell,7947258.371585218
153,s19,r153_s19,Producer sales to capital accumulation cell,100738.92191266856
153,s20,r153_s20,Producer sales to capital accumulation cell,516339026.1458596
153,s21,r153_s21,Producer sales to capital accumulation cell,423429.1903647254
153,s24,r153_s24,Producer sales to capital accumulation cell,7649838.823013753
153,s26,r153_s26,Producer sales to capital accumulation cell,101987936.34336904
153,s27,r153_s27,Producer sales to capital accumulation cell,7976189.6209515715
153,s77,r153_s77,Producer sales to capital accumulation cell,26032.40020747061
153,s88,r153_s88,Producer sales to capital accumulation cell,0.0
153,s99,r153_s99,Producer sales to capital accumulation cell,580802.6732040864
153,s01,r153_s01,Producer sales to government,7145.649902343749
153,s02,r153_s02,Producer sales to government,467342336.00000006
153,s03,r153_s03,Producer sales to government,12366197.0
153,s04,r153_s04,Producer sales to government,244910832.0
153,s05,r153_s05,Producer sales to government,677815.3125
153,s06,r153_s06,Producer sales to government,309853.6875
153,s07,r153_s07,Producer sales to government,0.0
153,s08,r153_s08,Producer sales to government,1568629.625
153,s09,r153_s09,Producer sales to government,4820.52294921875
153,s10,r153_s10,Producer sales to government,0.0
153,s11,r153_s11,Producer sales to government,803246.5625
153,s12,r153_s12,Producer sales to government,80906928.00000001
153,s13,r153_s13,Producer sales to government,8820614.0
153,s14,r153_s14,Producer sales to government,71766360.0
153,s15,r153_s15,Producer sales to government,9082062.0
153,s16,r153_s16,Producer sales to government,37451488.0
153,s17,r153_s17,Producer sales to government,5430069.000000001
153,s18,r153_s18,Producer sales to government,83129536.0
153,s19,r153_s19,Producer sales to government,2.80475640296936
153,s20,r153_s20,Producer sales to government,18937652.0
153,s21,r153_s21,Producer sales to government,1247519.5
153,s24,r153_s24,Producer sales to government,1140626304.0
153,s26,r153_s26,Producer sales to government,659916544.0
153,s27,r153_s27,Producer sales to government,348304287.99999994
153,s77,r153_s77,Producer sales to government,0.0
153,s88,r153_s88,Producer sales to government,0.0
153,s99,r153_s99,Producer sales to government,0.0
155,s01,r155_s01,Producer dividends paid,32358.11604581016
155,s02,r155_s02,Producer dividends paid,192601.1719890184
155,s03,r155_s03,Producer dividends paid,3872174.057995102
155,s04,r155_s04,Producer dividends paid,0.0
155,s05,r155_s05,Producer dividends paid,0.0
155,s06,r155_s06,Producer dividends paid,590888.409886021
155,s07,r155_s07,Producer dividends paid,213166.0926020406
155,s08,r155_s08,Producer dividends paid,0.0
155,s09,r155_s09,Producer dividends paid,0.0
155,s10,r155_s10,Producer dividends paid,1099602.6109082229
155,s11,r155_s11,Producer dividends paid,2801504.3907156894
155,s12,r155_s12,Producer dividends paid,3237552.3327010493
155,s13,r155_s13,Producer dividends paid,0.0
155,s14,r155_s14,Producer dividends paid,0.0
155,s15,r155_s15,Producer dividends paid,1263391.272186004
155,s16,r155_s16,Producer dividends paid,1261403.838190199
155,s17,r155_s17,Producer dividends paid,6812987.766501344
155,s18,r155_s18,Producer dividends paid,0.0
155,s19,r155_s19,Producer dividends paid,0.0
155,s20,r155_s20,Producer dividends paid,501994.8917506556
155,s21,r155_s21,Producer dividends paid,0.0
155,s24,r155_s24,Producer dividends paid,0.0
155,s26,r155_s26,Producer dividends paid,473553.0947168009
155,s27,r155_s27,Producer dividends paid,873633.4081041488
155,s77,r155_s77,Producer dividends paid,0.0
155,s88,r155_s88,Producer dividends paid,0.0
155,s99,r155_s99,Producer dividends paid,0.0
155,s01,r155_s01,Producer exports,10987506.0
155,s02,r155_s02,Producer exports,8438299.0
155,s03,r155_s03,Producer exports,15071097.0
155,s04,r155_s04,Producer exports,35408700.0
155,s05,r155_s05,Producer exports,1080002.1222245672
155,s06,r155_s06,Producer exports,13112722.0
155,s07,r155_s07,Producer exports,10686199.0
155,s08,r155_s08,Producer exports,1964685.0
155,s09,r155_s09,Producer exports,2056308.7500000005
155,s10,r155_s10,Producer exports,0.0
155,s11,r155_s11,Producer exports,25516870.0
155,s12,r155_s12,Producer exports,79918184.0
155,s13,r155_s13,Producer exports,22825184.0
155,s14,r155_s14,Producer exports,500292.78125
155,s15,r155_s15,Producer exports,64622183.99999999
155,s16,r155_s16,Producer exports,53341492.0
155,s17,r155_s17,Producer exports,4677751.0
155,s18,r155_s18,Producer exports,1247684.0
155,s19,r155_s19,Producer exports,189620.07812500003
155,s20,r155_s20,Producer exports,10550448.000000002
155,s21,r155_s21,Producer exports,0.0
155,s24,r155_s24,Producer exports,1178711.125
155,s26,r155_s26,Producer exports,198043.4375
155,s27,r155_s27,Producer exports,1165777.875
155,s77,r155_s77,Producer exports,0.0
155,s88,r155_s88,Producer exports,0.0
155,s99,r155_s99,Producer exports,0.0
155,s01,r155_s01,Producer imports,14205534.999999996
155,s02,r155_s02,Producer imports,4542150.999999999
155,s03,r155_s03,Producer imports,62099248.0
155,s04,r155_s04,Producer imports,27161360.0
155,s05,r155_s05,Producer imports,3003544.99571608
155,s06,r155_s06,Producer imports,2516682.5
155,s07,r155_s07,Producer imports,4123247.500000001
155,s08,r155_s08,Producer imports,379831.34375
155,s09,r155_s09,Producer imports,999280.4374999998
155,s10,r155_s10,Producer imports,0.0
155,s11,r155_s11,Producer imports,22035334.0
155,s12,r155_s12,Producer imports,112035488.0
155,s13,r155_s13,Producer imports,11541678.0
155,s14,r155_s14,Producer imports,2594107.749999999
155,s15,r155_s15,Producer imports,37514700.0
155,s16,r155_s16,Producer imports,15056816.0
155,s17,r155_s17,Producer imports,6386724.999999999
155,s18,r155_s18,Producer imports,2659445.7500000005
155,s19,r155_s19,Producer imports,127253.1328125
155,s20,r155_s20,Producer imports,12272192.0
155,s21,r155_s21,Producer imports,0.0
155,s24,r155_s24,Producer imports,11358402.000000002
155,s26,r155_s26,Producer imports,5215576.500000001
155,s27,r155_s27,Producer imports,12001018.999999996
155,s77,r155_s77,Producer imports,42859.80859375015
155,s88,r155_s88,Producer imports,373900.4375000012
155,s99,r155_s99,Producer imports,110605.89062499978
155,s01,r155_s01,Producer product taxes paid,2350674.046598072
155,s02,r155_s02,Producer product taxes paid,1800357.6575063495
155,s03,r155_s03,Producer product taxes paid,649435.2247499519
155,s04,r155_s04,Producer product taxes paid,7023608.250671241
155,s05,r155_s05,Producer product taxes paid,1153286.669951328
155,s06,r155_s06,Producer product taxes paid,307535.11762969155
155,s07,r155_s07,Producer product taxes paid,712365.53794435
155,s08,r155_s08,Producer product taxes paid,51011.90559130407
155,s09,r155_s09,Producer product taxes paid,19960.4818591724
155,s10,r155_s10,Producer product taxes paid,0.0
155,s11,r155_s11,Producer product taxes paid,539531.4991490905
155,s12,r155_s12,Producer product taxes paid,3612764.0467420937
155,s13,r155_s13,Producer product taxes paid,883784.2849925932
155,s14,r155_s14,Producer product taxes paid,484332.8668351838
155,s15,r155_s15,Producer product taxes paid,365140.199923107
155,s16,r155_s16,Producer product taxes paid,587718.5898974271
155,s17,r155_s17,Producer product taxes paid,8429200.166964239
155,s18,r155_s18,Producer product taxes paid,1892892.13902248
155,s19,r155_s19,Producer product taxes paid,13218.097693773398
155,s20,r155_s20,Producer product taxes paid,463523.5576364514
155,s21,r155_s21,Producer product taxes paid,0.0
155,s24,r155_s24,Producer product taxes paid,11287505.692784578
155,s26,r155_s26,Producer product taxes paid,7008678.024271262
155,s27,r155_s27,Producer product taxes paid,10269412.688392572
155,s77,r155_s77,Producer product taxes paid,1323032.1310369363
155,s88,r155_s88,Producer product taxes paid,23633295.47546555
155,s99,r155_s99,Producer product taxes paid,3414274.5236620675
155,s01,r155_s01,Producer sales to capital accumulation cell,94500.59723431295
155,s02,r155_s02,Producer sales to capital accumulation cell,425362.2769945028
155,s03,r155_s03,Producer sales to capital accumulation cell,2764671.87926303
155,s04,r155_s04,Producer sales to capital accumulation cell,1796321.804427692
155,s05,r155_s05,Producer sales to capital accumulation cell,2585003.460233036
155,s06,r155_s06,Producer sales to capital accumulation cell,112186.67271541686
155,s07,r155_s07,Producer sales to capital accumulation cell,277807.9767377168
155,s08,r155_s08,Producer sales to capital accumulation cell,220634.7029515392
155,s09,r155_s09,Producer sales to capital accumulation cell,1072703.7841537162
155,s10,r155_s10,Producer sales to capital accumulation cell,0.0
155,s11,r155_s11,Producer sales to capital accumulation cell,1389797.6816786036
155,s12,r155_s12,Producer sales to capital accumulation cell,248048873.77861252
155,s13,r155_s13,Producer sales to capital accumulation cell,10922066.605723122
155,s14,r155_s14,Producer sales to capital accumulation cell,104712.12212175629
155,s15,r155_s15,Producer sales to capital accumulation cell,7454492.855040109
155,s16,r155_s16,Producer sales to capital accumulation cell,6998999.095280216
